item,itemLabel,startDate,endDate,sourceDate,psid
Q2915390,Yitzhak Cohen,1999-07-06,2000-07-11,2022-05-17,Q2915390-5B0945AD-11F0-47EB-B6DE-DF33E1B01ED5
Q548964,Yossi Beilin,2000-10-11,2001-03-07,2022-05-17,Q548964-B8D8538D-4C7E-452E-AD1D-AD5E3E8BDE4A
Q2905742,Asher Ohana,2001-03-07,2003-02-28,2022-05-17,Q2905742-35C47895-FE16-4B3B-A078-1B02D9CA750D
Q60206,Ariel Sharon,2003-02-28,2003-12-31,2022-05-17,Q60206-AC0F89E8-0673-49EE-BB87-37740C424529
Q2915390,Yitzhak Cohen,2008-01-14,2009-03-31,2022-05-17,Q2915390-92F8B759-39CC-48E6-9BF0-EF3343E465E5
Q2330483,Ya'akov Margi,2009-03-31,2013-03-18,2022-05-17,Q2330483-CE9EC19E-B60C-4D78-B96B-A71EE6CFA57C
Q39318,Naftali Bennett,2013-03-18,2015-05-14,,Q39318-a1509aad-4614-a449-f4f9-f24aa24f2b07
Q2331314,David Azulai,2015-05-14,2018-10-30,,Q2331314-91bb7ff1-4185-0083-6fe3-4bf39a978592
Q2670985,Aryeh Deri,2018-10-14,2018-12-31,2022-05-17,Q2670985-59523CCD-DB5F-47AD-A8C6-B8A662F4AFDF
Q2331109,Yitzhak Vaknin,2019-01-01,2020-05-17,2022-05-17,Q2331109-AAE4CC8F-1F17-473E-B0EB-CF675356930F
Q94342502,Ya'akov Avitan,2020-05-17,2021-06-13,,Q94342502-ee6ad64b-43dc-e4ff-be36-36acf6c416c5
Q60951122,Matan Kahana,2021-06-13,2022-05-15,,Q60951122-D15B317E-0918-4D12-A3FB-3EB0EA9076FF
Q39318,Naftali Bennett,2022-05-15,,2022-07-25,Q39318-B7AD6E62-7DB8-415D-8BE5-8B3CA9BBF9FA
